accession,ler_number,docket,report_date,chars,title
ML22070A034,400-2022-001-00,05000400,2022-03-10,18422,"LER 2022-001-00 for Shearon Harris Nuclear Power Plant, Unit 1, Essential Services Chilled Water Chiller Inoperable Due to Pre-Rotation Vane Actuator Control Arm Position"
ML22066B310,483-2022-001-00,05000483,2022-03-07,17180,"LER 2022-001-00 for Callaway Plant, Unit 1, Reactor Trip During Reactor Trip Breaker Surveillance Testing"
ML22063A075,389-2022-001-00,05000389,2022-03-04,10553,"LER 2022-001-00 for St. Lucie Unit 2, Reactor Shutdown Required by Technical Specifications due to a Misaligned Control Element Assembly"
ML22062B665,499-2022-001-00,05000499,2022-03-03,20172,"LER 2022-001-00 from South Texas Project Unit 2, Automatic Actuation of Emergency Diesel Generator due to Lockout of Switchyard Electrical Bus"
ML22063A703,318-2022-001-00,05000318,2022-03-03,13567,"LER 2022-001-00 for Calvert Cliffs Nuclear Power Plant, Unit 2, Automatic Reactor Trip Due to High Reactor Coolant System"
ML22049B535,321-2022-001-00,05000321,2022-02-18,7646,"LER 2022-001-00 for Edwin I. Hatch Nuclear Plant, Unit 1, Manual Reactor Scram due to Reactor Pressure Perturbations"
ML22101A186,388-2021-005-01,05000388,2022-04-11,11340,"LER 2021-005-01 for Susquehanna Steam Electric Station, Unit 2, Condition Prohibited by Technical Specification Due to Setpoint Drift Attributed to Age Related Degradation"
ML22039A333,270-2021-005-00,05000270,2022-02-08,14042,"LER 2021-005-00 for Oconee Nuclear Station, Unit 2, Automatic Reactor Trip Due to Spurious Trip Signal Concurrent with System Testing"
ML22035A033,335-2021-001-00,05000335,2022-02-04,11023,"LER 2021-001-00 for St. Lucie Unit 1, Manual Reactor Trip Due to Insufficient Feed Flow to Steam Generators"
ML22038A970,270-2021-004-00,05000270,2022-02-07,17913,"LER 2021-004-00 for Oconee Nuclear Station, Unit 2, More Than One Axial Power Shaping Rod Not Aligned within Technical Specification Limits"
ML22020A402,325-2021-001-00,05000325,2022-01-20,15540,"LER 2021-001-00 for Brunswick Steam Electric Plant, Units 1 and 2, Automatic Specified System Actuation due to Loss of Power to Emergency Bus E3"
ML22033A065,416-2021-005-00,05000416,2022-02-02,12602,"LER 2021-005-00 for Grand Gulf Nuclear Station, Unit 1, Oscillation Power Range Monitors (OPRMs) Technical Specification Noncompliance"
ML22195A281,530-2021-001-01,05000530,2022-07-14,17674,"LER 2021-001-01 for Palo Verde Nuclear Generating Station (PVNGS) Unit 3, Reactor Trip During Control Element Assembly Alignment Activities"
ML22038A969,270-2021-003-00,05000270,2022-02-07,20103,"LER 2021-003-00 for Oconee Nuclear Station Unit 2, Conditions Prohibited by Technical Specifications Due to SSF and PSW Inoperability"
ML22026A288,254-2022-001-00,05000254,2022-01-26,16182,"LER 2022-001-00 for Quad Cities Nuclear Power Station, Unit 1 regarding ""High Pressure Coolant Injection System Inoperable due to Gland Seal System Malfunction"""
ML22089A238,387-2021-005-01,05000387,2022-03-30,12607,"LER 2021-005-01 for Susquehanna Steam Electric Station, Unit 1, Automatic Reactor Scram due to Turbine Control Valve Fast Closure"
ML22027A731,313-2021-002-00,05000313,2022-01-27,11788,"LER 2021-002-00 for Arkansas Nuclear One, Unit 1, Automatic Reactor Trip Due to High Reactor Coolant System Pressure"
ML22026A530,270-2021-002-00,05000270,2022-01-26,18097,"LER 2021-002-00 for Oconee Nuclear Station Unit 2, Actuation of the Keowee Hydroelectric Station Due to Loss of AC Power to the Unit 2 Main Feeder Buses"
ML22018A025,318-2021-004-00,05000318,2022-01-18,18527,"LER 2021-004-00, Calvert Cliffs Nuclear Power Plant, Unit 2, Manual Reactor Trip Due to Lowering Steam Generator Levels"
ML22038A211,29-2021-001-00,05000029,2021-01-12,25428,"LER 2021-001-00 for Yankee Rowe Power Station, Compensatory Measure Not Established for a Momentary I/O Board Communication Loss"
ML22014A173,333-2021-002-00,05000333,2022-01-14,14124,"LER 2021-002-00 for James A. FitzPatrick Nuclear Power Plant, Automatic High Pressure Coolant Injection (HPCI) System Function Prevented by Control Circuit Relay Failure"
ML22014A174,333-2021-003-00,05000333,2022-01-14,13877,"LER 2021-003-00 for James A. FitzPatrick Nuclear Power Plant, Air Solenoid Valve Condition Results in Main Steam Isolation Valve (MSIV) Fast Closure Test Failure"
ML22019A270,416-2021-004-00,05000416,2022-01-19,15429,"LER 2021-004-00 for Grand Gulf Nuclear Station, Unit 1, Procedure Inadequacy Resulted in Core Monitoring System Miscalibration and Violation of Technical Specification"
ML22017A001,412-2021-005-00,05000412,2022-01-17,13609,"LER 2021-005-00 for Beaver Valley Power Station, Unit No. 2, Manual Reactor Trip and Auxiliary Feedwater Actuation due to Trip of a Main Feedwater Pump"
ML22349A700,395-2022-001-01,05000395,2022-12-15,11470,"LER 2022-001-01 for Virgil C. Summer Nuclear Station (VCSN), Unit 1, Manual Reactor Trip Due to Main Transformer Fault"
ML22012A400,277-2021-003-00,05000277,2022-01-12,12182,"LER 2021-003-00 for Peach Bottom Atomic Power Station, Unit 2, Manual Reactor Scram due to Degrading Condenser Vacuum"
ML22006A109,250-2021-004-00,05000250,2022-01-06,8549,"LER 2021-004-00 for Turkey Point, Unit 3, Through-Wall Leakage from Core Exit Thermocouple Tubing"
ML22011A283,412-2021-004-00,05000412,2022-01-11,13357,"LER 2021-004-00 for Beaver Valley Power Station, Unit 2, Manual Reactor Trip"
ML22006A232,328-2021-002-00,05000328,2022-01-06,24795,"LER 2021-002-00 for Sequoyah Nuclear Plant, Unit 2, Turbine Trio Function inoperable Due to Slow to Close Turbine Throttle Valve"
ML22011A160,336-2021-002-00,05000336,2022-01-05,20577,"LER 2021-002-00 for Millstone Power Station, Unit 2, Failed Check Valve Resulting in Unnalyzed and Operation Prohibited by Technical Specifications"
ML21361A084,298-2021-003-00,05000298,2021-12-27,16998,LER 2021-003-00 for Cooper Nuclear Station re Failure of High Pressure Coolant Injection Flow Indicating Switch Results in Condition Prohibited by Technical Specifications
ML21355A165,413-2021-005-00,05000413,2021-12-21,16069,"LER 2021-005-00 for Catawba Nuclear Station, Unit 1, Automatic Actuation of the 1B Emergency Diesel Generator Load Sequencer on Bus Under-voltage Condition"
ML21354A405,412-2021-003-00,05000412,2021-12-17,12781,"LER 2021-003-00 for Beaver Valley Power Station, Unit No. 2, Indications Identified During Reactor Vessel Head Inspection."
ML22154A554,528-2021-001-01,05000528,2022-06-03,18508,"LER 2021-001-01 for Palo Verde Nuclear Generating Station, Units 1 and 3, Unit 1 and 3 Emergency Diesel Generator Actuation on Loss of Offsite Power to Class 4.16 kV Buses"
ML21350A425,458-2021-05-00,05000458,2021-12-16,13707,"LER 2021-05-00 for River Bend Station, Unit 1, ""Potential Loss of Safety Function due to Inoperable Reactor Core Isolation Cooling Steam Flow Transmitter"
ML21350A256,382-2021-003-00,05000382,2021-12-16,14868,"LER 2021-003-00 for Waterford Steam Electric Station, Unit 3, Non-Compliance with Technical Specifications due to Failed Ambient Pressure Input"
ML21347A972,282-2021-002-00,05000282,2021-12-13,12654,"LER 2021-002-00 for Prairie Island Nuclear Generating Plant, Units 1 and 2, Loss of Electrical Bus Results in 121 Motor Driven Cooling Water Pump Auto Start"
ML22165A204,249-2021-001-01,05000249,2022-06-14,11746,"LER 2021-001-01 for Dresden Nuclear Power Station, Unit 3, Reactor Scram due to Main Power Transformer Failure"
ML21348A112,323-2021-002-00,05000323,2021-12-14,12216,"LER 2021-002-00 for Diablo Canyon Power Plant, Unit 2, Manual Reactor Trip Due to Increased Water Level in a Feedwater Heater"
ML22186A228,499-2021-002-01,05000499,2022-07-05,35704,"LER 2021-002-01 for South Texas Project, Unit 2, Supplement to Condition Prohibited by Technical Specifications Due to Inoperable Train of Essential Core Cooling System and Containment Spray System"
ML22083A168,388-2021-003-01,05000388,2022-03-24,12565,"LER 2021-003-01 for Susquehanna Steam Electric Station, Unit 2, Automatic Reactor Scram Due to Main Turbine Trip Caused by Inadvertent Trip of the Main Generator Output Breakers"
ML22307A260,388-2021-004-01,05000388,2022-11-03,12102,"LER 2021-004-01 from Susquehanna Steam Electric Station, Unit 2 Main Turbine Pressure Regulator Inoperable for Longer Than Allowed by Technical Specifications due to Inadequate Valve Modification"
ML21336A205,250-2021-003-00,05000250,2021-12-02,12053,LER 2021-003-00 for Turkey Point Unit 3 regarding Auxiliary Feedwater Actuation due to Feedwater Isolation During Plant Shutdown
ML22080A216,387-2021-004-01,05000387,2022-03-21,14376,"LER 2021-004-01 for Susquehanna Unit 1, Loss of 1B RHRSW Pump due to Cable Damage During Excavation Activities"
ML21337A224,412-2021-002-00,05000412,2021-12-03,12084,"LER 2021-002-00 for Beaver Valley Power Station, Unit No. 2, Unit 2, Automatic Reactor Trip and Automatic Actuation of the Auxiliary Feedwater System"
ML21336A082,244-2021-002-00,05000244,2021-12-02,14787,"LER 2021-002-00 for Ginna Nuclear Power Plant, Valid Auxiliary Feedwater System Actuation on Lowered Steam Generator Level due to Failure to Control Main Feed Water Flow and Delay in Closing Main Steam Isolation Valves"
ML21336A340,368-2021-002-00,05000368,2021-12-01,51844,"LER 2021-002-00 for Arkansas Nuclear One, Unit 2, Material Defect in Primary Coolant System that Cannot be Found Acceptable Under American  Society of Mechanical Engineers Section XI"
ML21322A283,306-2021-001-00,05000306,2021-11-18,8768,"LER 2021-001-00 for Prairie Island Nuclear Generating Plant, Unit 2, 22 Turbine Driven Auxiliary Feedwater Pump Actuation Signal Due to Procedure Error"
ML22308A068,461-2021-002-02,05000461,2022-11-01,12576,"LER 2021-002-02 for Clinton Power Station, Unit 1, Core Alterations With Source Range Monitor Inoperable Results in Condition Prohibited by Technical Specifications"
ML21323A180,368--2021-001-00,05000368,2021-11-19,48707,"LER-2021-001-00 for Arkansas Nuclear One, Unit 2, Non-Compliance with Technical Specifications Resulting in Lack of Nuclear Instrumentation Audible Indication"
ML22160A432,397-2021-002-01,05000397,2022-06-09,7527,"LER 2021-002-01 for Columbia, Integrated Leak Rate Test"
ML21327A024,220-2021-002-00,05000220,2021-11-19,16840,"LER 2021-002-00 for Nine Mile Point Nuclear Station, Unit 1, Isolation of both Emergency Condensers due to loss of UPS 162A"
ML21326A008,352-2021-001-00,05000352,2021-11-22,11527,"LER 2021-001-00 for Limerick Generating Station, Unit 1, HPCI Inoperable Due to Remote Shutdown Panel Switch Failure"
ML22243A193,454-2021-001-01,05000454,2022-08-31,15245,"LER 2021-001-01 for Byron Station, Unit 1, Pressurizer Safety  Valves As-Found Lift Pressure Outside of Tech Spec Limit"
ML21320A354,443-2021-002-00,05000443,2021-11-16,14318,"LER 2021-002-00 for Seabrook Station, Condition Prohibited by Technical Specifications Entered due to Service Water Cooling Tower Fan Inoperable"
ML21314A023,389-2021-002-00,05000389,2021-11-10,14238,"LER 2021-002-00 for St. Lucie, Unit 2, Foreign Material Exclusion Device Found in Containment Spray System"
ML21319A348,424-2021-001-00,05000424,2021-11-15,12451,"LER 2021-001-00 for Vogtle Electric Generating Plant, Unit 1, Train A Safety Injection Pump inoperability causes the unit to operate in a Condition Prohibited by Technical Specifications"
ML21315A001,280-2021-001-00,05000280,2021-11-11,12901,LER 2021-001-00 for Surry Power Station Unanalyzed Condition Due to Appendix R Concern Identified With Cable Separation
ML21315A006,369-2021-001-00,05000369,2021-11-10,22732,"LER 2021-001-00 for McGuire Nuclear Station, Unit 2, Valid Actuations of the Unit 2 B Train Emergency AC Power System and B Train Auxiliary Feedwater System"
ML21308A491,416-2021-003-00,05000416,2021-11-04,9845,"LER 2021-003-00 for Grand Gulf Nuclear Station, Unit 1, High Pressure Core Spray Declared Inoperable"
ML21305A874,321-2021-003-00,05000321,2021-11-01,8658,"LER 2021-003-00 for Edwin I. Hatch Nuclear Plant, Unit 1, High Pressure Coolant Injection System Discharge Valve Failure to Open"
ML22039A022,388-2021-002-01,05000388,2022-02-08,12584,"LER 2021-002-01 for Susquehanna Steam Electric Station, Unit 2, Loss of Secondary Containment due to Failed Differential Pressure Transmitter"
ML21327A021,382-2021-002-00,05000382,2021-11-22,18672,"LER 2021-002-00 for Waterford Steam Electric Station, Unit 3, Loss of Offsite Power Due to Hurricane Ida"
ML23010A180,333-2021-001-01,05000333,2023-01-10,16807,"LER 2021-001-01 for James A FitzPatrick Nuclear Power Plant, Inadequate Protection Devices for DC Motor Field Shunt Cables Through Separate Fire Areas"
ML22075A087,341-2021-002-01,05000341,2022-03-15,20718,"LER 2021-002-01 for Fermi Power Plant, Unit 2, Unplanned Inoperability of High Pressure Coolant Injection System Due to an Inverter Circuit Failure"
ML21292A181,327-2021-003-00,05000327,2021-10-19,23458,"LER 2021-003-00 for Sequoyah Nuclear Plant, Units 1 and 2, Exceeded Breach Margin Renders Both Trains of the Auxiliary Building Gas Treatment System Inoperable"
ML21291A262,482-2021-004-00,05000482,2021-10-18,13762,"LER 2021-004-00 for Wolf Creek Nuclear Station, Low Steam Generator Level due to Main Feedwater Valve Failure Caused Automatic Reactor Trip"
ML21266A021,318-2021-003-00,05000318,2021-09-23,15794,"LER 2021-003-00 for Calvert Cliffs Nuclear Power Plant, Unit No. 2, Auxiliary Feedwater Pump Inoperable Due to Improper Reset of Trip Throttle Valve."
ML21277A218,270-2021-001-00,05000270,2021-10-04,13264,"LER 2021-001-00 for Oconee Nuclear Station, Unit 2, 2B Motor Driven Emergency Feedwater Pump Past Inoperability Resulted In Condition Prohibited by Technical Specifications"
ML21274A418,321-2021-001-00,05000321,2021-10-01,9600,"LER 2021-001-00 for Edwin L Hatch Nuclear Plant, Unit 1 re Automatic Reactor Scram on Low Reactor Water Level due to Loss of Reactor Feed Pumps"
ML21274A738,321-2021-002-00,05000321,2021-10-01,9758,"LER 2021-002-00 for Edwin I. Hatch, Unit 1, Low Pressure Coolant Injection Inoperable Longer Than The Allowed Technical Specification Completion Time"
ML21271A271,266-2021-001-00,05000266,2021-09-28,14125,"LER 2021-001-00 for Point Beach Nuclear Plant, Unit 1, Main Feedwater Pump Trip Results in Manual Reactor Trip"
ML21350A186,328-2021-001-00,05000328,2021-09-22,18956,"LER 2021-001-00 for Sequoyah Nuclear Plant, Unit 2, Ice Bed Inoperable Due to Exceeding Surveillance Requirement Frequency"
ML21263A062,323-2021-001-00,05000323,2021-09-20,14194,"LER 2021-001-00 for Diablo Canyon Power Plant, Unit 2, Emergency Diesel Generator Declared Inoperable due to Low Frequency Condition Discovery during Routine Surveillance"
ML22035A167,338-2021-002-00,05000338,2021-09-17,16274,"LER 2021-002-00 for North Anna Power Station, Unit 1 and 2, Unanalyzed Condition Due to App R Concerns with Cable Separation"
ML21315A010,387-2021-003-01,05000387,2021-11-11,11318,"LER 2021-003-01 for Susquehanna Steam Electric Station, Automatic Reactor Scram Due to Main Turbine Trip Caused by a 'C' Isophase Bus Ground Fault"
ML21351A167,461-2021-001-00,05000461,2021-08-19,17485,"LER 2021-001-00 for Clinton Power Station, Unit 1, Core Monitoring System Software Modeling Error Results in Condition Prohibited by Technical Specifications"
ML21267A024,336-2021-001-00,05000336,2021-09-23,14243,"LER 2021-001-00 for Millstone Power Station, Unit 2, Incorrectly Placed Spent Fuel Assemblies in Unit 2 Spent Fuel Pool"
ML21250A131,346-2021-003-00,05000346,2021-09-07,30846,"LER 2021-003-00 for Davis-Besse Nuclear Power Station, Unit 1, Reactor Trip due to Failed Uninterruptible Power Supply and Steam Feedwater Rupture Control System Actuations"
ML22080A215,388-2021-001-01,05000388,2022-03-21,15254,"LER 2021-001-01 for Susquehanna Unit 2, Condition Prohibited by Technical Specifications Due to Drift of Reactor Pressure Switch"
ML21252A756,499-2021-001-00,05000499,2021-09-09,17290,"LER 2021-001-00 for South Texas Project, Unit 2, Condition Prohibited by Technical Specifications Due to Inoperable Containment Isolation Valve"
ML22040A143,395-2021-001-01,05000395,2022-02-08,16711,"LER 2021-001-01 for Virgil C. Summer Nuclear Station, Unit 1, Condition Prohibited by Technical Specifications"
ML21230A251,316-2021-002-00,05000316,2021-08-18,16490,LER 2021-002-00 for Donald C. Cook Nuclear Plant Unit 2 re Manual Reactor Trip Due To An Unisolable Steam Leak
ML21235A413,346-2021-002-00,05000346,2021-08-23,18349,"LER 2021-002-00 For Davis Besse Nuclear Power Station, Unit 1, Failure of Auxiliary Feedwater Rooms Interconnecting Door to Latch Due to Worn Interlock"
ML21235A012,400-2021-005-00,05000400,2021-08-23,15383,"LER 2021-005-00 for Shearon Harris Nuclear Power Plant, Unit 1, Past Inoperability of Effluent Accident Monitor Exceeded Time Allowed by Technical Specifications"
ML21230A030,456-2021-002-00,05000456,2021-08-18,9867,"LER 2021-002-00 for Braidwood Station, Unit 1, Unit Trip on Generator Load Rejection Due to Lightning Strike Within the Unit Switchyard Exceeding the Capabilities of the Switchyard Grounding System"
ML21228A259,416-2021-002-00,05000416,2021-08-16,15920,"LER 2021-002-00 for Grand Gulf Nuclear Station, Unit 1, Core Monitoring System Software Modeling Error Resulted in Conditions Prohibited by Technical Specifications"
ML21216A344,440-2021-002-00,05000440,2021-08-04,16050,LER 2021-002-00 for Perry Nuclear Power re Core Monitoring System Software Modeling Error Results in Conditions Prohibited by Technical Specifications
ML21228A240,458-2021-004-00,05000458,2021-08-16,15134,"LER 2021-004-00 for River Bend Station Unit 1, Core Monitoring System Software Modeling Error Resulted in Conditions Prohibited by Technical Specifications"
ML21226A001,255-2021-001-00,05000255,2021-08-13,12279,"LER 2021-001-00 for Palisades Nuclear Plant, Atmospheric Steam Dump Valves Inoperable Due to Relay Failure"
ML21225A038,354-2021-001-00,05000354,2021-08-13,12830,"LER 2021-001-00 for Hope Creek Generating Station, Safety Relief Valve (SRV) As-Found Setpoint Failures"
ML22060A103,446-21-001-01,05000446,2022-02-28,16647,"LER 21-001-01 for Comanche Peak Nuclear Power Plant, Reactor Trip Due To Fault On Main Transformer 2MT1"
ML21214A128,260-2021-002-00,05000260,2021-08-02,29315,"LER 2021-002-00 for Browns Ferry Nuclear Plant, Unit 2, Main Steam Relief Valves Lift Settings Outside of Technical Specifications Required Setpoints"
ML21363A084,341-2021-003-00,05000341,2021-12-29,14867,"LER 2021-003-00 for Fermi 2, High Pressure Coolant Injection Inoperable due to Contact Oxidation"
ML21323A150,244-2021-001-00,05000244,2021-11-19,16755,"LER 2021-001-00 for R.E. Ginna Nuclear Power Plant, Service Water Pump ""A"" Declared Inoperable Due to Winding Failure Following Replacement Resulting in Violation of Technical Specifications LCO 3.7.8.A (One Service Water Pump Inoperable Greater ....."
ML21209A105,440-2021-001-00,05000440,2021-06-27,9780,"LER 2021-001-00 for Perry Nuclear Power Plant, Division 3 EOG Inoperability Resulting in an Operation or Condition Prohibited by Technical Specifications"
ML23145A012,374-2021-002-02,05000374,2023-05-25,22843,"LER 2021-002-02 for LaSalle County Station, Unit 2, Supplement to Reactor Protection System Half Scram due to Motor Generator Set Output Breaker Trip"
ML21207A238,414-2021-003-00,05000414,2021-07-26,18893,"LER 2021-003-00 for Catawba Nuclear Station, Unit 2 re Containment Penetration Failure Resulting in Integrated Leak Rate Test Failure"
ML21202A441,327-2021-001-00,05000327,2021-07-21,15370,"LER 2021-001-00 for Sequoya Nuclear Plant, Unit 1, Reactor Trip on High Neutron Flux Rate Due to Dropped Control Rods"
ML22032A112,529-2021-002-01,05000529,2022-01-28,37414,"LER 2021-002-01, Palo Verde Nuclear Generating Station (PVNGS) Unit 2, Reactor Trip during Plant Protection System Surveillance Testing"
ML21196A485,277-2-2021-002-00,05000277,2021-07-16,14835,"LER 2-2021-002-00 for Peach Bottom Atomic Power Station, Unit 2, Safety Relief Valve Inoperability Due to Nitrogen Leakage from Braided Hose Wear"
ML21193A078,482-2021-003-00,05000482,2021-07-12,16638,LER 2021-003-00 for Wolf Creek Generating Station re Automatic Reactor Trip Due to Low Steam Generator Level
ML21187A275,334-2021-001-00,05000334,2021-07-06,20703,"LER 2021-001-00 for Beaver Valley Power Station, Unit 1, Regarding Containment Isolation Valve Found Restrained Open Resulting in Condition Prohibited by Technical Specifications"
ML22021B551,219-2022-01-00,05000219,2022-01-21,14242,LER 2022-01-00 for Oyster Creek Nuclear Generating Station -  Compensatory Measures Not Implemented per Site's Physical Security Plan Due to Multiplexer (MUX) Power Supply Failure
ML21195A186,338-2021-001-00,05000338,2021-07-01,12694,"LER 2021-001-00 for North Anna Power Station, Unit 1, Manual Reactor Trip on Degrading Condenser Vacuum Due to Piping Failure"
ML21182A291,341-2021-001-00,05000341,2021-07-01,33362,"LER 2021-001-00 for Fermi, Unit 2, Unrecognized Impact of Opening of Barrier Doors on High Energy Line Break Analysis"
ML21180A302,414-2021-002-00,05000414,2021-06-29,25395,"LER 2021-002-00 for Catawba Nuclear Station, Unit 2, Valid Actuation of the Unit 2 Reactor Protection System and Auxiliary Feedwater System"
ML21175A057,277-2021-001-00,05000277,2021-06-24,14263,"LER 2021-001-00 for Peach Bottom, Unit 2, High Pressure Coolant Injection System Declared Inoperable Due to Instrument Power Inverter Failure"
ML21179A288,387-2021-002-00,05000387,2021-06-28,13548,"LER 2021-002-00 for Susquehanna, Units 1 and 2, Inoperability of Computer Room Floor Cooling Fan Caused by Extended Operation with Worn Belts Due to Less Than Adequate Preventive Maintenance Replacement Interval"
ML21172A009,400-2021-004-00,05000400,2021-06-21,12425,"LER 2021-004-00 for Shearon Harris Nuclear Power Plant, Unit 1, Pressurizer Safety Valve Lift Setpoint Drifted Outside of Technical Specification Tolerance"
ML21172A153,456-2021-001-00,05000456,2021-06-21,19345,"LER 2021-001-00 for Braidwood Station, Unit 1, Train A and B Source Range Neutron Flux Trip Functions Bypassed During Plant Startup"
ML21232A618,260-2021-001-01,05000260,2021-08-20,22643,"LER 2021-001-01 for Browns Ferry Nuclear Plant, Unit 2, Inoperability of a TS-required Main Steam Isolation Valve"
ML21172A303,348-2021-001-00,05000348,2021-06-21,7499,"LER 2021-001-00 for Joseph M. Farley Nuclear Plant, Unit 1, Automatic Reactor Trip due to Turbine Generator Trip"
ML21172A302,414-2021-001-00,05000414,2021-06-21,10,"LER 2021-001-00 for Catawba Nuclear Station, Unit 2, Indication Identified During Reactor Pressure Vessel Head Nozzle Penetration Inspection"
ML21154A110,250-2021-002-00,05000250,2021-06-03,13614,"LER 2021-002-00 for Turkey Point, Units 3 and 4, Unrecognized Technical Specification Surveillance Requirement Non-Compliance"
ML21161A329,315-2021-001-00,05000315,2021-06-10,15891,"LER 2021-001-00 for D.C. Cook, Unit 2, Main Steam Safety Valve Setpoints Found Outside Technical Specifications Limits"
ML21175A038,458-2021-03-00,05000458,2021-06-24,10226,"LER 2021-03-00 for River Bend Station, Unit 1, Condition Prohibited by Technical Specifications due to Failure to Perform Breaker Functional Test"
ML21152A033,458-2021-002-00,05000458,2021-05-28,9171,"LER 2021-002-00 for River Bend Station, Unit 1, Automatic Reactor Scram due to Turbine Control System Communication Fault"
ML21140A411,443-2021-001-00,05000443,2021-05-20,11519,"LER 2021-001-00 for Seabrook Station, Pressurizer Safety Valve Outside of Technical Specification Limits Discovered During  As-Found Set Point Testing"
ML21141A193,458-2021-01-00,05000458,2021-05-20,4017,"LER 2021-01-00 for River Bend Station, Unit 1, Manual Reactor Scram due to Loss of Main Condenser Vacuum"
ML22147A132,374-2022-002-00,05000374,2022-05-27,14567,"LER 2022-002-00 for LaSalle County Station, Unit 2, Turbine Stop Valve Limit Switch Failure due to Lubricant Degradation"
ML21139A096,318-2021-002-00,05000318,2021-05-19,17240,"LER 2021-002-00 Calvert Cliffs Nuclear Power Plant, Unit 2, Manual Reactor Trip due to Lowering Steam Generator Level following Main Feedwater Regulating Valve Going Shut"
ML21137A329,298-2021-002-00,05000298,2021-05-17,16291,"LER 2021-002-00 for Cooper Nuclear Station, Valve Test Failures Result in Condition Prohibited by Technical Specifications"
ML21138A819,254-2021-001-00,05000254,2021-05-18,15250,"LER 2021-001-00 for Quad Cities Nuclear Power Station, Unit 1, Automatic Actuation of Emergency Diesel Generator Due to Transformer Maintenance"
ML21130A027,391-2021-001-00,05000391,2021-05-10,18910,"LER 2021-001-00 for Watts Bar Nuclear Plant, Unit 2, Automatic Reactor Trip on Main Turbine Trip caused by Main Feed Pump Trip due to Low Condenser Vacuum"
ML21133A020,313-2021-001-00,05000313,2021-05-13,12030,"LER 2021-001-00 for Arkansas Nuclear One, Unit 1, Reactor Manual Trip due to Temporary Loss of Non-Vital 4160 Volt Bus"
ML21144A050,220-2021-001-00,05000220,2021-05-11,18211,"LER 2021-001-00 for Nine Mile Point Unit 1, Average Power Range Monitors Declared Inoperable Due to Trip of Reactor Recirculation Pump 13"
ML21126A316,387-2021-001-00,05000387,2021-05-06,12651,"LER 2021-001-00 for Susquehanna Steam Electri Station, Unplanned lnoperability of the High Pressure Coolant Injection (HPCI) System due to a Primary Containment Isolation (PCIV) Valve Failure to Stroke Full Closed On-demand due to an Intermittent Break"
ML21112A006,318-2021-001-00,05000318,2021-04-21,13820,"LER 2021-001-00 for Calvert Cliff Nuclear Power Plant Unit No. 2, Pressure Heater Sleeve Weld Pressure Boundary Leakage Caused by Primary Water Stress Corrosion Cracking"
ML22188A133,259-2021-001-01,05000259,2022-07-06,25707,"LER 2021-001-01 for Browns Ferry Nuclear Plant, Units 1 and 2, 480 Volt Load Shed Logic Inoperable Longer than Allowed by Technical Specifications due to Failed Relay"
ML21119A005,250-2021-001-00,05000250,2021-04-29,13099,"LER 2021-001-00 for Turkey Point, Unit 3, Automatic Reactor Trip due to Reactor Trip Breaker Cell Switch Malfunction"
ML21110A087,390-2021-001-00,05000390,2021-04-20,19702,"LER 2021-001-00 for Watts Bar Nuclear Plant, Unit 1, Control Room Emergency Ventilation System Inoperable due to Main Control Room Door Being Left Open"
ML21119A378,315-2021-001-00,05000315,2021-04-29,16302,"LER 2021-001-00 for Donald C. Cook Nuclear Plant, Unit 1, Condition Prohibited by Technical Specifications Due to Loss of Train B Reserve Power"
ML21113A313,529-2021-001-00,05000529,2021-04-23,26396,"LER 2021-001-00 for Palo Verde Nuclear Generating Station (PVNGS) Unit 2, Automatic Actuation of the Reactor Protection System Resulting from a Loss of Reactor Coolant Pumps"
ML22334A222,416-2021-001-01,05000416,2022-11-30,14090,"LER 2021-001-01 for Grand Gulf Nuclear Station, Unit 1, Primary Containment Outer Airlock Door Inoperable Due to Unacceptable Leak Rate"
ML21105A850,498-2021-001-00,05000498,2021-04-15,23107,"LER 2021-001-00 for South Texas Project, Unit 1, Frozen Common Sensing Line Results in Loss of Two Main Feedwater Pumps Leading to Automatic Reactor Protection and Auxiliary Feedwater Systems Actuations due to Low Steam Generator Level"
ML24344A257,346-2021-001-02,05000346,2024-12-09,24389,"LER 2021-001-02 for Davis-Besse Nuclear Power Station, Unit 1, Emergency Diesel Generator Speed Switch Failure due to Direct Current System Ground."
ML21102A278,298-2021-001-00,05000298,2021-04-12,18203,"LER 2021-001-00 for Cooper Nuclear Station, Secondary Containment Differential Pressure Perturbation Exceeds Technical Specifications"
ML21098A254,483-2021-001-00,05000483,2021-04-08,15076,"LER 2021-001-00 for Callaway Plant, Unit 1, Manual Actuation of Essential Service Water System"
ML24193A211,250-2024-002-01,05000250,2024-07-10,8007,"LER 2024-002-01 for Turkey Point Unit 3, Condition Prohibited by Technical Specifications"
ML21081A290,282-2021-001-00,05000282,2021-03-22,10839,"LER 2021-001-00 for Prairie Island Nuclear Generating Plant (PINGP), Unit 1, 12 Diesel Driven Cooling Water Pump Auto Start Due to Low System Pressure"
ML21069A341,389-2021-001-00,05000389,2021-03-10,13634,"LER 2021-001-00 for St. Lucie Unit 2, Automatic Reactor Trip Due to a Breaker Failure on the 2B2 480V Motor Control Center"
ML21077A119,412-2021-001-00,05000412,2021-03-03,24873,"LER 2021-001-00 for Beaver Valley Power Station, Unit 2, Operation Prohibited by Technical Specifications During a Loss of Control Rod Position Indication Even"
